,0,1,2
1665,0,0,1
1666,1,0,0
1667,0,1,0
1668,0,1,0
1669,0,0,1
1670,1,0,0
1671,0,1,0
1672,0,1,0
1673,0,1,0
1674,0,1,0
1675,0,1,0
1676,1,0,0
1677,0,1,0
1678,1,0,0
1679,0,1,0
1680,0,1,0
1681,1,0,0
1682,0,0,1
1683,0,1,0
1684,1,0,0
1685,1,0,0
1686,1,0,0
1687,0,1,0
1688,0,1,0
1689,0,1,0
1690,0,0,1
1691,1,0,0
1692,0,0,1
1693,0,0,1
1694,0,0,1
1695,0,0,1
1696,0,0,1
1697,0,1,0
1698,0,0,1
1699,1,0,0
1700,1,0,0
1701,1,0,0
1702,0,1,0
1703,0,1,0
1704,1,0,0
1705,0,0,1
1706,0,0,1
1707,1,0,0
1708,0,1,0
1709,0,1,0
1710,1,0,0
1711,0,0,1
1712,1,0,0
1713,0,1,0
1714,0,1,0
1715,1,0,0
1716,1,0,0
1717,1,0,0
1718,1,0,0
1719,0,1,0
1720,0,0,1
1721,0,1,0
1722,0,0,1
1723,0,0,1
1724,0,1,0
1725,0,0,1
1726,0,1,0
1727,1,0,0
1728,0,1,0
1729,0,0,1
1730,0,0,1
1731,0,0,1
1732,0,0,1
1733,0,0,1
1734,0,1,0
1735,1,0,0
1736,0,1,0
1737,0,1,0
1738,0,0,1
1739,0,1,0
1740,1,0,0
1741,0,0,1
1742,0,1,0
1743,0,1,0
1744,0,1,0
1745,1,0,0
1746,0,0,1
1747,1,0,0
1748,0,1,0
1749,0,1,0
1750,1,0,0
1751,0,0,1
1752,1,0,0
1753,0,0,1
1754,0,1,0
1755,0,1,0
1756,0,1,0
1757,0,1,0
1758,0,0,1
1759,1,0,0
1760,1,0,0
1761,0,1,0
1762,0,1,0
1763,0,0,1
1764,1,0,0
1765,1,0,0
1766,1,0,0
1767,0,1,0
1768,0,1,0
1769,1,0,0
1770,0,1,0
1771,0,1,0
1772,1,0,0
1773,0,1,0
1774,0,0,1
1775,0,1,0
1776,1,0,0
1777,0,1,0
1778,1,0,0
1779,0,0,1
1780,0,0,1
1781,0,1,0
1782,0,1,0
1783,0,0,1
1784,0,1,0
1785,0,0,1
1786,0,0,1
1787,1,0,0
1788,0,0,1
1789,0,0,1
1790,0,0,1
1791,0,1,0
1792,0,1,0
1793,0,1,0
1794,0,1,0
1795,1,0,0
1796,0,1,0
1797,0,1,0
1798,0,0,1
1799,0,1,0
1800,0,0,1
1801,0,1,0
1802,0,0,1
1803,0,1,0
1804,0,1,0
1805,0,1,0
1806,0,0,1
1807,0,1,0
1808,1,0,0
1809,0,1,0
1810,1,0,0
1811,1,0,0
1812,0,0,1
1813,0,0,1
1814,0,0,1
1815,0,1,0
1816,0,1,0
1817,0,1,0
1818,0,1,0
1819,0,1,0
1820,1,0,0
1821,1,0,0
1822,0,0,1
1823,0,0,1
1824,1,0,0
1825,0,1,0
1826,0,1,0
1827,1,0,0
1828,0,1,0
1829,0,1,0
1830,0,0,1
1831,0,0,1
1832,1,0,0
1833,0,1,0
1834,1,0,0
1835,1,0,0
1836,0,0,1
1837,0,0,1
1838,0,1,0
1839,0,0,1
1840,0,1,0
1841,0,1,0
1842,1,0,0
1843,0,1,0
1844,1,0,0
1845,0,0,1
1846,0,0,1
1847,0,1,0
1848,0,0,1
1849,0,1,0
1850,1,0,0
1851,1,0,0
1852,1,0,0
1853,0,0,1
1854,0,1,0
1855,0,0,1
1856,0,0,1
1857,0,1,0
1858,1,0,0
1859,1,0,0
1860,0,0,1
1861,0,1,0
1862,1,0,0
1863,0,1,0
1864,1,0,0
1865,1,0,0
1866,1,0,0
1867,0,1,0
1868,0,1,0
1869,0,1,0
1870,1,0,0
1871,0,1,0
1872,1,0,0
1873,1,0,0
1874,0,1,0
1875,1,0,0
1876,0,1,0
1877,1,0,0
1878,0,1,0
1879,0,0,1
1880,0,0,1
1881,1,0,0
1882,1,0,0
1883,0,1,0
1884,1,0,0
1885,0,1,0
1886,0,0,1
1887,0,0,1
1888,0,1,0
1889,0,1,0
1890,1,0,0
1891,0,1,0
1892,0,1,0
1893,0,1,0
1894,0,1,0
1895,0,1,0
1896,1,0,0
1897,0,0,1
1898,1,0,0
1899,1,0,0
1900,0,0,1
1901,0,1,0
1902,0,1,0
1903,0,1,0
1904,1,0,0
1905,0,1,0
1906,1,0,0
1907,1,0,0
1908,1,0,0
1909,0,1,0
1910,0,1,0
1911,0,1,0
1912,0,0,1
1913,0,1,0
1914,1,0,0
1915,0,1,0
1916,0,1,0
1917,0,1,0
1918,0,1,0
1919,0,1,0
1920,1,0,0
1921,0,1,0
1922,1,0,0
1923,0,1,0
1924,0,0,1
1925,0,1,0
1926,1,0,0
1927,0,1,0
1928,1,0,0
1929,1,0,0
1930,0,1,0
1931,0,0,1
1932,1,0,0
1933,0,0,1
1934,1,0,0
1935,0,1,0
1936,0,1,0
1937,1,0,0
1938,1,0,0
1939,0,0,1
1940,0,0,1
1941,1,0,0
1942,0,0,1
1943,0,0,1
1944,0,0,1
1945,0,1,0
1946,0,0,1
1947,1,0,0
1948,0,1,0
1949,1,0,0
1950,0,0,1
1951,0,0,1
1952,1,0,0
1953,0,1,0
1954,0,1,0
1955,0,0,1
1956,0,1,0
1957,0,0,1
1958,0,0,1
1959,0,1,0
1960,0,1,0
1961,0,0,1
1962,0,1,0
1963,1,0,0
1964,0,0,1
1965,0,1,0
1966,0,1,0
1967,1,0,0
1968,0,1,0
1969,0,1,0
1970,0,0,1
1971,0,0,1
1972,0,0,1
1973,0,1,0
1974,0,0,1
1975,0,1,0
1976,0,1,0
1977,0,1,0
1978,0,1,0
1979,0,0,1
1980,0,1,0
1981,0,1,0
1982,0,0,1
1983,0,1,0
1984,0,0,1
1985,0,0,1
1986,0,1,0
1987,0,0,1
1988,1,0,0
1989,1,0,0
1990,0,1,0
1991,1,0,0
1992,0,1,0
1993,0,0,1
1994,0,0,1
1995,0,0,1
1996,0,1,0
1997,0,0,1
1998,0,0,1
1999,1,0,0
2000,1,0,0
2001,0,0,1
2002,1,0,0
2003,0,1,0
2004,1,0,0
2005,1,0,0
2006,1,0,0
2007,0,0,1
2008,1,0,0
2009,0,1,0
2010,0,1,0
2011,0,1,0
2012,0,0,1
2013,0,1,0
2014,0,0,1
2015,0,0,1
2016,0,0,1
2017,1,0,0
2018,1,0,0
2019,0,0,1
2020,1,0,0
2021,0,1,0
2022,0,1,0
2023,0,1,0
2024,1,0,0
2025,0,0,1
2026,0,0,1
2027,1,0,0
2028,0,1,0
2029,1,0,0
2030,1,0,0
2031,0,0,1
2032,0,0,1
2033,0,1,0
2034,0,1,0
2035,1,0,0
2036,0,1,0
2037,0,1,0
2038,0,1,0
2039,0,1,0
2040,0,1,0
2041,0,0,1
2042,0,1,0
2043,0,1,0
2044,0,0,1
2045,1,0,0
2046,0,0,1
2047,1,0,0
2048,0,1,0
2049,0,0,1
2050,0,0,1
2051,0,0,1
2052,0,0,1
2053,0,0,1
2054,0,1,0
2055,0,0,1
2056,0,1,0
2057,1,0,0
2058,0,1,0
2059,0,1,0
2060,0,0,1
2061,0,0,1
2062,0,0,1
2063,1,0,0
2064,1,0,0
2065,0,0,1
2066,1,0,0
2067,0,0,1
2068,0,1,0
2069,0,1,0
2070,1,0,0
2071,1,0,0
2072,1,0,0
2073,1,0,0
2074,0,0,1
2075,0,1,0
2076,0,0,1
2077,0,1,0
2078,0,0,1
2079,1,0,0
2080,0,1,0
2081,0,1,0
2082,1,0,0
2083,1,0,0
2084,0,1,0
2085,0,0,1
2086,1,0,0
2087,0,1,0
2088,0,0,1
2089,0,1,0
2090,1,0,0
2091,1,0,0
2092,1,0,0
2093,0,1,0
2094,0,1,0
2095,1,0,0
2096,0,1,0
2097,1,0,0
2098,0,1,0
2099,0,1,0
2100,0,0,1
2101,1,0,0
2102,0,1,0
2103,0,1,0
2104,0,1,0
2105,1,0,0
2106,0,0,1
2107,0,0,1
2108,0,1,0
2109,0,1,0
2110,1,0,0
2111,1,0,0
2112,1,0,0
2113,0,1,0
2114,1,0,0
2115,1,0,0
2116,0,0,1
2117,0,0,1
2118,1,0,0
2119,0,1,0
2120,0,1,0
2121,0,1,0
2122,0,0,1
2123,0,0,1
2124,0,0,1
2125,0,1,0
2126,0,1,0
2127,1,0,0
2128,0,1,0
2129,0,1,0
2130,1,0,0
2131,1,0,0
2132,1,0,0
2133,1,0,0
2134,0,1,0
2135,1,0,0
2136,1,0,0
2137,1,0,0
2138,0,1,0
2139,1,0,0
2140,0,1,0
2141,0,1,0
2142,1,0,0
2143,0,1,0
2144,0,0,1
2145,0,0,1
2146,1,0,0
2147,0,0,1
2148,1,0,0
2149,0,0,1
2150,0,1,0
2151,0,1,0
2152,0,1,0
2153,1,0,0
2154,0,0,1
2155,0,1,0
2156,0,1,0
2157,1,0,0
2158,0,1,0
2159,0,0,1
2160,0,1,0
2161,0,0,1
2162,0,1,0
2163,1,0,0
2164,1,0,0
2165,1,0,0
2166,1,0,0
2167,0,1,0
2168,1,0,0
2169,1,0,0
2170,0,1,0
2171,0,0,1
2172,0,1,0
2173,0,1,0
2174,0,1,0
2175,0,0,1
2176,1,0,0
2177,1,0,0
2178,0,1,0
2179,1,0,0
2180,1,0,0
2181,1,0,0
2182,0,1,0
2183,0,0,1
2184,0,1,0
2185,1,0,0
2186,0,0,1
2187,0,1,0
2188,0,0,1
2189,0,0,1
2190,0,1,0
2191,0,0,1
2192,0,1,0
2193,0,1,0
2194,1,0,0
2195,1,0,0
2196,1,0,0
2197,0,1,0
2198,1,0,0
2199,0,1,0
2200,0,1,0
2201,0,0,1
2202,0,0,1
2203,1,0,0
2204,0,1,0
2205,0,1,0
2206,0,1,0
2207,0,1,0
2208,0,0,1
2209,0,0,1
2210,1,0,0
2211,0,1,0
2212,0,0,1
2213,0,1,0
2214,0,1,0
2215,0,1,0
2216,0,1,0
2217,1,0,0
2218,1,0,0
2219,0,1,0
2220,1,0,0
2221,0,0,1
2222,0,1,0
2223,0,1,0
2224,0,1,0
2225,0,0,1
2226,0,1,0
2227,0,1,0
2228,0,1,0
2229,1,0,0
2230,1,0,0
2231,0,1,0
2232,0,1,0
2233,1,0,0
2234,0,1,0
2235,1,0,0
2236,1,0,0
2237,0,1,0
2238,1,0,0
2239,0,0,1
2240,0,1,0
2241,1,0,0
2242,0,1,0
2243,0,1,0
2244,1,0,0
2245,1,0,0
2246,0,1,0
2247,0,1,0
2248,1,0,0
2249,0,0,1
2250,0,0,1
2251,0,1,0
2252,0,0,1
2253,1,0,0
2254,0,1,0
2255,1,0,0
2256,0,1,0
2257,1,0,0
2258,1,0,0
2259,0,1,0
2260,1,0,0
2261,0,1,0
2262,1,0,0
2263,0,1,0
2264,1,0,0
2265,0,1,0
2266,0,1,0
2267,1,0,0
2268,0,0,1
2269,1,0,0
2270,0,0,1
2271,0,0,1
2272,1,0,0
2273,0,1,0
2274,0,1,0
2275,0,1,0
2276,0,0,1
2277,0,0,1
2278,1,0,0
2279,0,0,1
2280,0,1,0
2281,0,1,0
2282,1,0,0
2283,0,1,0
2284,1,0,0
2285,1,0,0
2286,1,0,0
2287,0,1,0
2288,0,1,0
2289,0,0,1
2290,0,1,0
2291,0,0,1
2292,0,0,1
2293,1,0,0
2294,1,0,0
2295,1,0,0
2296,1,0,0
2297,0,1,0
2298,0,1,0
2299,1,0,0
2300,1,0,0
2301,0,1,0
2302,0,0,1
2303,0,1,0
2304,0,1,0
2305,0,0,1
2306,0,0,1
2307,1,0,0
2308,1,0,0
2309,1,0,0
2310,1,0,0
2311,1,0,0
2312,0,1,0
2313,1,0,0
2314,0,0,1
2315,1,0,0
2316,1,0,0
2317,0,1,0
2318,0,1,0
2319,0,0,1
2320,0,0,1
2321,0,0,1
2322,0,1,0
2323,0,1,0
2324,0,1,0
2325,0,1,0
2326,1,0,0
2327,0,1,0
2328,0,0,1
2329,0,1,0
2330,0,1,0
2331,1,0,0
2332,0,0,1
2333,0,1,0
2334,0,0,1
2335,0,0,1
2336,1,0,0
2337,0,0,1
2338,0,1,0
2339,0,1,0
2340,1,0,0
2341,0,0,1
2342,0,1,0
2343,1,0,0
2344,1,0,0
2345,1,0,0
2346,0,0,1
2347,0,0,1
2348,1,0,0
2349,1,0,0
2350,0,1,0
2351,0,1,0
2352,0,0,1
2353,0,1,0
2354,0,1,0
2355,1,0,0
2356,0,0,1
2357,0,0,1
2358,0,1,0
2359,0,0,1
2360,0,0,1
2361,0,0,1
2362,1,0,0
2363,1,0,0
2364,1,0,0
2365,0,1,0
2366,0,0,1
2367,0,0,1
2368,1,0,0
2369,0,0,1
2370,0,0,1
2371,1,0,0
2372,0,0,1
2373,0,1,0
2374,1,0,0
2375,0,1,0
2376,0,0,1
2377,1,0,0
2378,1,0,0
2379,1,0,0
2380,0,0,1
2381,0,1,0
2382,1,0,0
2383,0,0,1
2384,0,0,1
2385,0,1,0
2386,1,0,0
2387,0,0,1
2388,0,1,0
2389,0,0,1
2390,1,0,0
2391,1,0,0
2392,1,0,0
2393,0,1,0
2394,0,1,0
2395,0,1,0
2396,1,0,0
2397,1,0,0
2398,0,1,0
2399,1,0,0
2400,0,1,0
2401,0,1,0
2402,1,0,0
2403,0,0,1
2404,0,1,0
2405,0,1,0
2406,1,0,0
2407,0,0,1
2408,1,0,0
2409,0,1,0
2410,0,1,0
2411,0,1,0
2412,0,0,1
2413,0,1,0
2414,1,0,0
2415,0,0,1
2416,0,1,0
2417,1,0,0
2418,1,0,0
2419,0,1,0
2420,0,1,0
2421,0,0,1
2422,0,1,0
2423,1,0,0
2424,1,0,0
2425,0,1,0
2426,1,0,0
2427,0,0,1
2428,0,0,1
2429,0,1,0
2430,0,0,1
2431,0,0,1
2432,0,1,0
2433,0,1,0
2434,1,0,0
2435,0,1,0
2436,0,1,0
2437,1,0,0
2438,0,1,0
2439,1,0,0
2440,0,0,1
2441,0,1,0
2442,0,0,1
2443,1,0,0
2444,0,1,0
2445,0,0,1
2446,0,0,1
2447,1,0,0
2448,0,1,0
2449,0,1,0
2450,0,0,1
2451,0,1,0
2452,1,0,0
2453,0,1,0
2454,0,1,0
2455,0,0,1
2456,0,0,1
2457,0,1,0
2458,0,1,0
2459,1,0,0
2460,0,1,0
2461,0,1,0
2462,0,1,0
2463,1,0,0
2464,1,0,0
2465,1,0,0
2466,0,1,0
2467,0,1,0
2468,1,0,0
2469,1,0,0
2470,0,1,0
2471,1,0,0
2472,0,1,0
2473,0,1,0
2474,0,1,0
2475,0,1,0
2476,0,0,1
2477,1,0,0
2478,0,0,1
2479,1,0,0
2480,0,1,0
2481,1,0,0
2482,0,1,0
2483,0,0,1
2484,1,0,0
2485,0,0,1
2486,1,0,0
2487,1,0,0
2488,1,0,0
2489,1,0,0
2490,0,1,0
2491,1,0,0
2492,0,1,0
2493,1,0,0
2494,1,0,0
2495,0,0,1
2496,0,0,1
2497,0,1,0
2498,1,0,0
2499,0,0,1
2500,0,0,1
2501,0,1,0
2502,0,1,0
2503,1,0,0
2504,0,1,0
2505,1,0,0
2506,0,1,0
2507,1,0,0
2508,1,0,0
2509,0,1,0
2510,1,0,0
2511,0,1,0
2512,0,1,0
2513,0,1,0
2514,0,1,0
2515,0,0,1
2516,0,1,0
2517,0,1,0
2518,1,0,0
2519,0,1,0
2520,0,1,0
2521,0,1,0
2522,0,1,0
2523,1,0,0
2524,1,0,0
2525,0,0,1
2526,0,1,0
2527,0,1,0
2528,0,1,0
2529,0,1,0
2530,0,1,0
2531,0,1,0
2532,0,1,0
2533,1,0,0
2534,1,0,0
2535,1,0,0
2536,0,0,1
2537,1,0,0
2538,0,0,1
2539,0,1,0
2540,0,0,1
2541,1,0,0
2542,1,0,0
2543,1,0,0
2544,0,0,1
2545,0,1,0
2546,0,1,0
2547,0,1,0
2548,0,1,0
2549,1,0,0
2550,0,1,0
2551,1,0,0
2552,0,1,0
2553,1,0,0
2554,1,0,0
2555,1,0,0
2556,0,1,0
2557,1,0,0
2558,0,1,0
2559,1,0,0
2560,0,0,1
2561,0,1,0
2562,0,1,0
2563,0,1,0
2564,1,0,0
2565,0,1,0
2566,1,0,0
2567,0,1,0
2568,0,0,1
2569,1,0,0
2570,1,0,0
2571,1,0,0
2572,0,1,0
2573,0,1,0
2574,1,0,0
2575,0,1,0
2576,1,0,0
2577,0,1,0
2578,0,1,0
2579,0,1,0
2580,1,0,0
2581,1,0,0
2582,0,0,1
2583,1,0,0
2584,0,0,1
2585,0,1,0
2586,0,1,0
2587,1,0,0
2588,0,0,1
2589,0,1,0
2590,0,1,0
2591,0,1,0
2592,0,1,0
2593,0,0,1
2594,1,0,0
2595,1,0,0
2596,1,0,0
2597,0,0,1
2598,0,0,1
2599,1,0,0
2600,1,0,0
2601,1,0,0
2602,0,0,1
2603,0,1,0
2604,0,1,0
2605,1,0,0
2606,0,1,0
2607,1,0,0
2608,1,0,0
2609,0,0,1
2610,1,0,0
2611,0,0,1
2612,1,0,0
2613,1,0,0
2614,1,0,0
2615,0,1,0
2616,0,1,0
2617,0,0,1
2618,1,0,0
2619,1,0,0
2620,0,0,1
2621,1,0,0
2622,1,0,0
2623,1,0,0
2624,1,0,0
2625,0,1,0
2626,0,1,0
2627,0,1,0
2628,0,0,1
2629,1,0,0
2630,0,1,0
2631,0,0,1
2632,1,0,0
2633,0,1,0
2634,1,0,0
2635,1,0,0
2636,1,0,0
2637,0,1,0
2638,0,0,1
2639,0,0,1
2640,0,1,0
2641,0,1,0
2642,0,0,1
2643,0,0,1
2644,0,1,0
2645,0,1,0
2646,1,0,0
2647,0,1,0
2648,1,0,0
2649,0,0,1
2650,0,1,0
2651,1,0,0
2652,1,0,0
2653,0,1,0
2654,0,0,1
2655,1,0,0
2656,1,0,0
2657,1,0,0
2658,0,1,0
2659,0,0,1
2660,0,0,1
2661,0,1,0
2662,0,1,0
2663,0,1,0
2664,0,0,1
2665,1,0,0
2666,1,0,0
2667,0,1,0
2668,0,0,1
2669,0,0,1
2670,0,0,1
2671,1,0,0
2672,1,0,0
2673,0,0,1
2674,0,0,1
2675,1,0,0
2676,0,1,0
2677,0,1,0
2678,0,1,0
2679,0,0,1
2680,0,1,0
2681,0,0,1
2682,0,0,1
2683,0,0,1
2684,0,1,0
2685,1,0,0
2686,1,0,0
2687,0,0,1
2688,1,0,0
2689,1,0,0
2690,0,0,1
2691,1,0,0
2692,1,0,0
2693,0,0,1
2694,0,1,0
2695,1,0,0
2696,0,1,0
2697,0,1,0
2698,1,0,0
2699,0,1,0
2700,0,1,0
2701,0,0,1
2702,0,1,0
2703,0,1,0
2704,0,0,1
2705,0,0,1
2706,1,0,0
2707,1,0,0
2708,0,0,1
2709,1,0,0
2710,0,1,0
2711,1,0,0
2712,0,1,0
2713,0,1,0
2714,0,1,0
2715,0,0,1
2716,0,1,0
2717,0,1,0
2718,0,1,0
2719,1,0,0
2720,1,0,0
2721,0,0,1
2722,1,0,0
2723,0,1,0
2724,0,1,0
2725,0,0,1
2726,0,0,1
2727,0,1,0
2728,0,1,0
2729,0,1,0
2730,1,0,0
2731,1,0,0
2732,0,0,1
2733,0,1,0
2734,1,0,0
2735,0,1,0
2736,0,0,1
2737,0,1,0
2738,0,1,0
2739,0,1,0
2740,1,0,0
2741,1,0,0
2742,1,0,0
2743,0,1,0
2744,0,0,1
2745,0,1,0
2746,0,0,1
2747,0,0,1
2748,0,1,0
2749,1,0,0
2750,0,0,1
2751,0,1,0
2752,0,1,0
2753,0,1,0
2754,0,1,0
2755,0,1,0
2756,0,0,1
2757,0,0,1
2758,1,0,0
2759,0,0,1
2760,0,0,1
2761,0,1,0
2762,0,1,0
2763,1,0,0
2764,1,0,0
2765,0,0,1
2766,1,0,0
2767,0,1,0
2768,0,0,1
2769,0,1,0
2770,0,0,1
2771,1,0,0
2772,1,0,0
2773,0,0,1
2774,0,1,0
2775,1,0,0
2776,0,0,1
2777,0,1,0
2778,0,0,1
2779,0,1,0
2780,0,1,0
2781,1,0,0
2782,0,0,1
2783,0,0,1
2784,0,0,1
2785,1,0,0
2786,0,0,1
2787,1,0,0
2788,0,1,0
2789,0,1,0
2790,0,0,1
2791,0,1,0
2792,1,0,0
2793,0,1,0
2794,0,0,1
2795,0,1,0
2796,1,0,0
2797,0,1,0
2798,0,0,1
2799,0,1,0
2800,0,1,0
2801,0,1,0
2802,1,0,0
2803,0,0,1
2804,0,0,1
2805,0,1,0
2806,1,0,0
2807,1,0,0
2808,0,1,0
2809,0,1,0
2810,0,1,0
2811,1,0,0
2812,1,0,0
2813,1,0,0
2814,0,0,1
2815,0,1,0
2816,0,0,1
2817,0,1,0
2818,0,0,1
2819,0,1,0
2820,0,0,1
2821,1,0,0
2822,1,0,0
2823,1,0,0
2824,1,0,0
2825,0,0,1
2826,0,0,1
2827,0,0,1
2828,0,0,1
2829,0,0,1
2830,0,1,0
2831,1,0,0
2832,0,0,1
2833,1,0,0
2834,1,0,0
2835,1,0,0
2836,1,0,0
2837,0,0,1
2838,0,0,1
2839,1,0,0
2840,0,0,1
2841,1,0,0
2842,0,1,0
2843,0,1,0
2844,0,1,0
2845,0,0,1
2846,0,0,1
2847,0,0,1
2848,0,1,0
2849,0,1,0
2850,0,0,1
2851,0,1,0
2852,0,1,0
2853,0,1,0
2854,1,0,0
2855,0,1,0
2856,1,0,0
2857,1,0,0
2858,0,1,0
2859,0,1,0
2860,1,0,0
2861,1,0,0
2862,0,1,0
2863,1,0,0
2864,0,1,0
2865,0,1,0
2866,0,0,1
2867,0,0,1
2868,0,1,0
2869,0,1,0
2870,0,1,0
2871,0,1,0
2872,0,1,0
2873,0,1,0
2874,0,1,0
2875,0,0,1
2876,1,0,0
2877,1,0,0
2878,0,1,0
2879,0,1,0
2880,0,1,0
2881,0,0,1
2882,0,0,1
2883,0,1,0
2884,1,0,0
2885,0,0,1
2886,0,1,0
2887,1,0,0
2888,0,1,0
2889,0,1,0
2890,0,0,1
2891,0,0,1
2892,0,1,0
2893,0,1,0
2894,1,0,0
2895,1,0,0
2896,0,1,0
2897,1,0,0
2898,0,0,1
2899,0,0,1
2900,1,0,0
2901,0,1,0
2902,0,0,1
2903,0,1,0
2904,1,0,0
2905,0,1,0
2906,0,0,1
2907,0,0,1
2908,0,0,1
2909,0,0,1
2910,0,0,1
2911,1,0,0
2912,0,1,0
2913,0,1,0
2914,0,1,0
2915,1,0,0
2916,1,0,0
2917,0,0,1
2918,1,0,0
2919,1,0,0
2920,0,0,1
2921,0,1,0
2922,0,1,0
2923,0,0,1
2924,0,0,1
2925,1,0,0
2926,0,0,1
2927,0,1,0
2928,1,0,0
2929,0,0,1
2930,0,0,1
2931,0,1,0
2932,1,0,0
2933,0,0,1
2934,0,0,1
2935,1,0,0
2936,0,1,0
2937,0,0,1
2938,0,1,0
2939,0,1,0
2940,0,0,1
2941,0,1,0
2942,0,1,0
2943,1,0,0
2944,0,1,0
2945,1,0,0
2946,1,0,0
2947,0,0,1
2948,0,0,1
2949,1,0,0
2950,0,0,1
2951,0,0,1
2952,1,0,0
2953,0,0,1
2954,0,1,0
2955,1,0,0
2956,0,0,1
2957,0,1,0
2958,0,1,0
2959,0,1,0
2960,0,1,0
2961,1,0,0
2962,0,1,0
2963,0,0,1
2964,0,1,0
2965,1,0,0
2966,0,0,1
2967,0,1,0
2968,0,0,1
2969,1,0,0
2970,0,0,1
2971,1,0,0
2972,1,0,0
2973,0,1,0
2974,0,0,1
2975,0,0,1
2976,0,1,0
2977,0,1,0
2978,0,0,1
2979,0,1,0
2980,1,0,0
2981,1,0,0
2982,0,1,0
2983,0,0,1
2984,0,0,1
2985,0,0,1
2986,1,0,0
2987,0,1,0
2988,0,0,1
2989,0,1,0
2990,1,0,0
2991,1,0,0
2992,1,0,0
2993,0,0,1
2994,1,0,0
2995,1,0,0
2996,1,0,0
2997,0,1,0
2998,0,1,0
2999,0,0,1
3000,0,1,0
3001,0,0,1
3002,1,0,0
3003,1,0,0
3004,0,0,1
3005,0,0,1
3006,1,0,0
3007,0,0,1
3008,0,0,1
3009,0,1,0
3010,0,0,1
3011,0,1,0
3012,0,1,0
3013,1,0,0
3014,1,0,0
3015,0,0,1
3016,0,0,1
3017,1,0,0
3018,0,1,0
3019,0,0,1
3020,0,0,1
3021,0,0,1
3022,1,0,0
3023,0,1,0
3024,0,0,1
3025,0,1,0
3026,1,0,0
3027,0,1,0
3028,0,1,0
3029,0,1,0
3030,1,0,0
3031,0,0,1
3032,1,0,0
3033,0,0,1
3034,0,1,0
3035,0,1,0
3036,0,1,0
3037,1,0,0
3038,0,1,0
3039,1,0,0
3040,0,1,0
3041,0,1,0
3042,0,1,0
3043,0,1,0
3044,1,0,0
3045,1,0,0
3046,0,1,0
3047,0,1,0
3048,0,0,1
3049,1,0,0
3050,0,1,0
3051,0,1,0
3052,1,0,0
3053,0,1,0
3054,0,0,1
3055,1,0,0
3056,0,0,1
3057,0,1,0
3058,0,0,1
3059,1,0,0
3060,0,1,0
3061,1,0,0
3062,0,0,1
3063,0,1,0
3064,0,1,0
3065,1,0,0
3066,0,1,0
3067,1,0,0
3068,0,0,1
3069,0,1,0
3070,0,0,1
3071,0,0,1
3072,0,1,0
3073,0,1,0
3074,1,0,0
3075,1,0,0
3076,0,1,0
3077,0,0,1
3078,1,0,0
3079,0,0,1
3080,0,1,0
3081,1,0,0
3082,0,1,0
3083,0,1,0
3084,0,0,1
3085,0,1,0
3086,0,1,0
3087,0,1,0
3088,0,1,0
3089,0,1,0
3090,0,0,1
3091,1,0,0
3092,0,0,1
3093,1,0,0
3094,0,0,1
3095,1,0,0
3096,0,0,1
3097,1,0,0
3098,0,1,0
3099,0,0,1
3100,1,0,0
3101,1,0,0
3102,0,0,1
3103,0,1,0
3104,0,0,1
3105,1,0,0
3106,0,1,0
3107,1,0,0
3108,0,0,1
3109,0,1,0
3110,0,1,0
3111,1,0,0
3112,1,0,0
3113,1,0,0
3114,0,1,0
3115,1,0,0
3116,1,0,0
3117,0,1,0
3118,0,1,0
3119,0,1,0
3120,1,0,0
3121,1,0,0
3122,1,0,0
3123,1,0,0
3124,1,0,0
3125,1,0,0
3126,0,0,1
3127,0,1,0
3128,0,0,1
3129,0,0,1
3130,1,0,0
3131,0,0,1
3132,1,0,0
3133,0,1,0
3134,0,1,0
3135,1,0,0
3136,1,0,0
3137,0,0,1
3138,0,1,0
3139,0,1,0
3140,0,1,0
3141,0,0,1
3142,1,0,0
3143,0,0,1
3144,0,1,0
3145,0,0,1
3146,0,1,0
3147,1,0,0
3148,0,0,1
3149,0,1,0
3150,1,0,0
3151,0,0,1
3152,0,1,0
3153,1,0,0
3154,1,0,0
3155,0,0,1
3156,0,0,1
3157,0,0,1
3158,1,0,0
3159,1,0,0
3160,0,1,0
3161,0,0,1
3162,0,1,0
3163,1,0,0
3164,0,0,1
3165,0,0,1
3166,1,0,0
3167,0,1,0
3168,0,0,1
3169,1,0,0
3170,0,0,1
3171,0,1,0
3172,0,1,0
3173,0,1,0
3174,1,0,0
3175,0,0,1
3176,0,0,1
3177,0,1,0
3178,1,0,0
3179,0,0,1
3180,1,0,0
3181,0,1,0
3182,0,1,0
3183,0,0,1
3184,1,0,0
3185,0,1,0
3186,0,1,0
3187,0,1,0
3188,1,0,0
3189,1,0,0
3190,1,0,0
3191,0,0,1
3192,0,1,0
3193,0,0,1
3194,0,1,0
3195,0,1,0
3196,0,1,0
3197,0,1,0
3198,0,0,1
3199,1,0,0
3200,1,0,0
3201,1,0,0
3202,0,0,1
3203,0,0,1
3204,1,0,0
3205,0,1,0
3206,0,1,0
3207,1,0,0
3208,0,1,0
3209,0,0,1
3210,0,0,1
3211,0,0,1
3212,1,0,0
3213,1,0,0
3214,0,0,1
3215,0,1,0
3216,0,0,1
3217,0,0,1
3218,0,1,0
